submitted_on,water_point_name,latitude,longitude,photo_condition_water_point,operational_feel_of_pump,time_to_pump_20_litres,number_of_strokes_to_yield_water,sediment_presence,electrical_conductivity_magnitude,electrical_conductivity_units,arsenic_magnitude,arsenic_units,ammonia_mg_per_l,fluoride_ppm,nitrate_mg_per_l,total_dissolved_solids_ppt,free_chlorine_mg_per_l,ph,temperature_magnitude,temperature_units,turbidity_tube_magnitude,turbidity_tube_units,comments,type_of_sample,date_of_sample,ecoli_mpn_per_100ml,ecoli_upper_95ci_per_100ml,ecoli_health_risk_category,ecoli_image
09/07/2019,Mlele borehole,-15.9370362,35.4290266,https://api.mwater.co/v3/images/ea91b518a9fe47e08bc5f85c05475b89; https://api.mwater.co/v3/images/8b09f890431c46418fb3af8e1734cf21,Normal/satisfactory,36.881,1,Absent,428,μS / cm,5,ppb,0.4,0.2,0.8,0.21,0,6.9,32.8,C,25,NTU,NA,Point of collection,7/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/eeddc458d7c244eb85c2b24915ca44f9
06/12/2019,Mlele borehole,-15.9370362,35.4290266,https://api.mwater.co/v3/images/086c86ebf11246238b9b92e06ff48db3; https://api.mwater.co/v3/images/b2b61aa8fb92421ea3d18fa56991c7f1,Normal/satisfactory,51.622,2,Absent,400,μS / cm,0,ppb,0.12,0.6,0.4,0.19,0.12,6.7,29.5,C,5,NTU,NA,Point of collection,12/5/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/a599311cab15494591089433407b32d8
19/06/2019,Sankhani borehole,-15.9381273,35.4206796,https://api.mwater.co/v3/images/0b963ec15e404d8b8ef10a2a61a6e52c; https://api.mwater.co/v3/images/33d0a863b37d431bb5188a37d7ec94d0,Normal/satisfactory,38.58,1,Absent,1476,μS / cm,5,ppb,1,0.4,0.6,0.8,0,6.3,24.8,C,5,NTU,After the rehabilitation work the borehole is now functioning satisfactorily. Community expressed thankfulness for  their rehabilitated borehole. They promised to mobilize funds for continuous maintenance of the borehole.,Point of collection,6/19/2019,0,2.87,safe,https://api.mwater.co/v3/images/96a0cf407b704eae9b47f6a6230c465e
26/02/2020,Sankhani borehole,-15.9381273,35.4206796,https://api.mwater.co/v3/images/e445c5b795dc4f0fb6306a281f74018b,Normal/satisfactory,72.725,1,Absent,236,μS / cm,5,ppb,0.37,0.84,0.4,0.16,0.43,6.8,32.1,C,5,NTU,NA,Point of collection,2/24/2020,0,2.87,safe,https://api.mwater.co/v3/images/6ea005d27e9a46b7a70f837248f13a30
02/07/2019,Chapweteka Borehole 1,-15.8853903,35.3361042,https://api.mwater.co/v3/images/f9a47830f3684dc8afe847506f870bdd; https://api.mwater.co/v3/images/6e7d64c4de5540c696ef1f25cd32cee3,Normal/satisfactory,57.75,1,Absent,968,μS / cm,5,ppb,1.6,1.6,2,0.48,0,7.43,28.3,C,5,NTU,The bolehole is functioning well,Point of collection,7/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/05cb8b64c9da483380a3bbf4a3e1ff7b
09/03/2020,Chapweteka Borehole 1,-15.8853903,35.3361042,https://api.mwater.co/v3/images/ea6e3ec50da24c66a70f098c1e3bb9de,Normal/satisfactory,42.991,2,Absent,970,μS / cm,0,ppb,0.56,0.42,0.15,0.51,0.25,7.21,31.5,C,5,NTU,NA,Point of collection,3/8/2020,0,2.87,safe,https://api.mwater.co/v3/images/ca7a8d8fe74c4d96ba8ec584bae9106c
07/07/2019,Chapweteka Borehole 2,-15.8813325,35.3414446,https://api.mwater.co/v3/images/15565bff4b024d4f9c99736944d9d622; https://api.mwater.co/v3/images/1292f4f68a4c41f79045b57a57b75f64; https://api.mwater.co/v3/images/ff7785a16cd74d868d81ffbd5b9aa18e,Normal/satisfactory,44.581,2,Absent,1012,μS / cm,0,ppb,0,0.2,0,0.51,0,7.26,30,C,5,NTU,NA,Point of collection,7/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/0beff35fae3746e394415e58b2652798
13/12/2019,Chapweteka Borehole 2,-15.8813325,35.3414446,https://api.mwater.co/v3/images/d6b7477488f844f3aa55b868413bdd62,Normal/satisfactory,53.653,2,Absent,378,μS / cm,0,ppb,0.47,0.09,0.11,0.18,0.19,7.3,31,C,5,NTU,NA,Point of collection,12/12/2019,0,2.87,safe,https://api.mwater.co/v3/images/e9c9362006ea4151b361c387b1a7a720
09/03/2020,Chapweteka Borehole 3,-15.8796215,35.3472599,https://api.mwater.co/v3/images/2c9634ab38b34d8fbd8d89c528a8e146,Normal/satisfactory,40.071,2,Absent,1150,μS / cm,0,ppb,0.34,0.41,0.38,0.57,0.1,7.33,29.2,C,15,NTU,NA,Point of collection,3/8/2020,0,2.87,safe,https://api.mwater.co/v3/images/5d4abb137aa546059ac7a0418e4060b6
04/07/2019,Wanama borehole 1,-15.8693765,35.3935475,https://api.mwater.co/v3/images/7de693f5bc884791a337f10c4cea1516,Normal/satisfactory,56.731,1,Present,1557,μS / cm,0,ppb,0.45,0.8,0.6,0.1,0,7.44,23.7,C,10,NTU,The community is so thankful for the rehabilitation,Point of collection,7/2/2019,0,2.87,safe,https://api.mwater.co/v3/images/eaae807b97154e098146ac41063ab323
09/12/2019,Wanama borehole 1,-15.8693765,35.3935475,https://api.mwater.co/v3/images/f02e12e4161d431cad330d5b8e1d9c4e; https://api.mwater.co/v3/images/7825a4ebaf5e49adadc5e495c970e4b8,Normal/satisfactory,46.393,2,Absent,1862,μS / cm,0,ppb,0.3,0.9,0.2,0.94,0.35,7.6,29.6,C,5,NTU,NA,Point of collection,12/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/58c1273119814a259b246767330322f7
28/02/2020,Wanama borehole 1,-15.8693765,35.3935475,https://api.mwater.co/v3/images/743ffbf17fab4a3ab41424fb24099bf9,Normal/satisfactory,43.833,2,Absent,1902,μS / cm,0,ppb,0.32,0.32,0.65,0.94,0.3,7.4,31.4,C,50,NTU,NA,Point of collection,2/26/2020,0,2.87,safe,https://api.mwater.co/v3/images/a1ea4b1fe3fc48a8ba9a750d8b924793
06/07/2019,Wanama borehole 3,-15.8707732,35.3990032,https://api.mwater.co/v3/images/c5c6c48f4ae249f789628ac1cb04a358,Normal/satisfactory,58.351,2,Absent,1325,μS / cm,5,ppb,0.05,0.8,0.1,0.69,0.2,7.18,34.5,C,5,NTU,The bolehole is functioning well,Point of collection,7/2/2019,0,2.87,safe,https://api.mwater.co/v3/images/af42b060dbcb47ae93ca838d0e9642ad
28/02/2020,Wanama borehole 3,-15.8707732,35.3990032,https://api.mwater.co/v3/images/894ca49d700843369d8a47702535c78c,Normal/satisfactory,40.8,2,Absent,1210,μS / cm,0,ppb,1,0.32,0.8,0.62,0.9,7.07,30.2,C,5,NTU,NA,Point of collection,2/26/2020,0,2.87,safe,https://api.mwater.co/v3/images/fbf388df4ad645b9868247e1d26cab82
09/03/2020,Mauni primary school borehole,-15.8705346,35.4000628,https://api.mwater.co/v3/images/4af46ebc7b2c4021ac61ce48c8e15e47,Normal/satisfactory,42.091,2,Absent,1607,μS / cm,0,ppb,0.15,0.5,0.5,0.82,0.9,6.8,30.4,C,5,NTU,NA,Point of collection,3/8/2020,0,2.87,safe,https://api.mwater.co/v3/images/8796fd5a80a14ec5b6dd3c3251cc836b
09/07/2019,Mandawa Village Borehole,-15.8557772,35.545796,https://api.mwater.co/v3/images/893af24774164d6ca1594bb066d422a9; https://api.mwater.co/v3/images/de9442e13703495a999a004fd9d3563e; https://api.mwater.co/v3/images/7b4d6ad361a34bdfb716d794d0d3102e,Normal/satisfactory,64.99,1,Absent,198.4,μS / cm,5,ppb,0.35,2,0.45,0.53,0,7.2,24.6,C,5,NTU,The borehole is lighter but is making noise when pumping,Point of collection,7/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/f60e750aab1c4ab5bd2ed2f4978c0d2b
04/07/2019,Sanyiwa village Borehole,-15.8464037,35.5477356,https://api.mwater.co/v3/images/e6dff47836fd468e99383d06d407f164,Normal/satisfactory,41.53,1,Absent,678,μS / cm,5,ppb,0.24,0.2,0.1,0.34,0,6.8,26,C,25,NTU,NA,Point of collection,6/18/2019,0,2.87,safe,https://api.mwater.co/v3/images/0b0c546b58914acd8dd4a72d9fcca5a6
09/12/2019,Sanyiwa village Borehole,-15.8464037,35.5477356,https://api.mwater.co/v3/images/4ba1ad59c6e946b78884ae92cfb72dd8,Normal/satisfactory,50.29,2,Present,394,μS / cm,0,ppb,0.05,0.4,0.1,0.11,0.6,6.9,30.5,C,10,NTU,NA,Point of collection,12/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/f37ab07d60c24e659435fb1e788a6af5
26/02/2020,Sanyiwa village Borehole,-15.8464037,35.5477356,https://api.mwater.co/v3/images/02e9dd22a5ff410c8cd1102f3d2182d4,Normal/satisfactory,75.676,1,Absent,311,μS / cm,0,ppb,0.1,0.28,0.17,0.13,0.51,7.2,29,C,5,NTU,NA,Point of collection,2/24/2020,0,2.87,safe,https://api.mwater.co/v3/images/417f5237beff4051a3da4e5a16cf8e6c
02/07/2019,Nthokole  village,-15.7908001,35.4819166,https://api.mwater.co/v3/images/1938cb19e370414baa878e579e5611a1,Normal/satisfactory,47.53,2,Absent,5.06,mS / cm,5,ppb,0.1,0.2,0.2,2.56,0,6.6,28,C,5,NTU,The water  is very salty.,Point of collection,7/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/87e0b30b109745af92be6e89b53cfc26
28/02/2020,Nthokole  village,-15.7908001,35.4819166,https://api.mwater.co/v3/images/4cc705db72444f91b9a7daece7633b6e,Normal/satisfactory,58.861,3,Absent,5.08,μS / cm,0,ppb,0.4,0.37,0.43,2.58,0.41,6.7,32,C,5,NTU,NA,Point of collection,2/28/2020,0,2.87,safe,https://api.mwater.co/v3/images/4cba879cafb749b2ac65bb299d3d8cbc
06/07/2019,Sagawa water point1,-15.6866362,35.3377739,https://api.mwater.co/v3/images/cfccf9a5b774468ba6a9219fda19c68a; https://api.mwater.co/v3/images/35cbfeb2e85240cab9e8300a1ea537d8,"Normal/satisfactory , Significant friction (very stiff) on down stroke",59.52,2,Absent,1281,μS / cm,10,ppb,2,0.4,1,0.96,0,7.21,26.4,C,5,NTU,NA,Point of collection,7/3/2019,0,2.87,safe,https://api.mwater.co/v3/images/14f6b967eeee438b9c2925acbc9aaeaf
02/07/2019,Kamwendo health post watervpoint,-15.6689762,35.4730724,https://api.mwater.co/v3/images/2b0ffa6cd4a6450d91f21a91f7fe3e43; https://api.mwater.co/v3/images/89be87a3450f4db989463723ea131bc4; https://api.mwater.co/v3/images/8f0be1f0ae754761bafb587fa6935ee3,Normal/satisfactory,61.901,1,Absent,4.78,mS / cm,5,ppb,0.4,1.6,3,2.62,0.2,7.1,30.1,C,5,NTU,NA,Point of collection,7/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/b75a43694ca842b88d7050a811374a50
06/07/2019,Tepani water point 1,-15.6810867,35.4707803,https://api.mwater.co/v3/images/0eb08e9e0be74a718f31d004fd1d343e; https://api.mwater.co/v3/images/db9483156b224579a63f9a431be6f6a0; https://api.mwater.co/v3/images/1f1644e44a2a456f9c8bbe44db469dc6,Normal/satisfactory,67.341,1,Absent,1055,μS / cm,5,ppb,0.4,1,0.45,0.46,0.1,7.5,27.5,C,5,NTU,NA,Point of collection,7/5/2019,0,2.87,safe,https://api.mwater.co/v3/images/ab55a0d2aaf6491eba01a700f10a7486
25/06/2019,Basen borehole 2,-15.6284883,35.5129509,https://api.mwater.co/v3/images/552beed5254e47f89f5205d4f91293fe; https://api.mwater.co/v3/images/831b795a7a9e48f1b3f9e1b4764d4a31,"Normal/satisfactory , Significant friction (very stiff) on down stroke",51.481,1,Present,604,μS / cm,5,ppb,2,0.4,0.6,0.31,0,7.5,29.4,C,5,NTU,NA,Point of collection,6/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/45644b9788d24d4fa49928134af9b883
03/07/2019,Lindani Water point,-15.629474,35.5136497,https://api.mwater.co/v3/images/ccdfb275320a4682ba377f1f8ccdc306; https://api.mwater.co/v3/images/dda35b78a96c4009891d37ac5076fc7a,"Normal/satisfactory , Significant friction (very stiff) on down stroke, Very light",56.902,1,Absent,9.16,μS / cm,5,ppb,0.1,0.6,0.35,5.18,0.15,7.04,29.1,C,5,NTU,NA,Point of collection,7/3/2019,0,2.87,safe,https://api.mwater.co/v3/images/aefda4ac07ff4e639649f68f9158b245
26/06/2019,Labson water point,-15.6242298,35.4946623,https://api.mwater.co/v3/images/67cc86bb7f6e48d892029e7fa7d2067f,"Normal/satisfactory , Significant friction (very stiff) on down stroke",55.487,1,Absent,738,μS / cm,0,ppb,0.1,1,0.1,0.39,0,7.5,26.1,C,5,NTU,NA,Point of collection,6/26/2019,0,2.87,safe,https://api.mwater.co/v3/images/7aae3d30b54b429ba14b79df46ce0939
01/07/2019,Piyasi water point1,-15.625100399999999,35.5303783,https://api.mwater.co/v3/images/10a0afc750bc4687b2bf7f8486ba64d6,Normal/satisfactory,55.07,1,Absent,901,μS / cm,0,ppb,0.3,0.8,0.7,0.45,0,7.64,34.1,C,5,NTU,NA,Point of collection,7/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/a24e3f3622a0475ab9f3127c998b12ed
28/02/2020,Piyasi water point1,-15.625100399999999,35.5303783,https://api.mwater.co/v3/images/5682ffeddba84d22912511906672e321,Normal/satisfactory,61.525,1,Absent,1611,μS / cm,0,ppb,0.15,0,1,0.84,0.4,7.2,32.1,C,5,NTU,NA,Point of collection,2/27/2020,0,2.87,safe,https://api.mwater.co/v3/images/94add73adb3f4c3ab7b2a36833e77c6f
05/07/2019,Kamwendo ll borehole,-15.66597637,35.47742296,https://api.mwater.co/v3/images/555400a920e642cfae50b8246d182bd0,Normal/satisfactory,58.501,1,Absent,3.78,mS / cm,5,ppb,0.45,2.8,0.4,2.07,0,7.27,27.7,C,5,NTU,NA,Point of collection,6/18/2019,0,2.87,safe,https://api.mwater.co/v3/images/9220a6379fb54be68b89f4c17e901b82
01/07/2019,Kamwendo ADMARC borehole,-15.66863279,35.47520837,https://api.mwater.co/v3/images/03c9c5c06ccf4a51925c1fbe51a4aaee,"Normal/satisfactory , Significant friction (very stiff) at all times",54.541,1,Absent,5.7,μS / cm,5,ppb,0.2,0.6,0.7,3.15,0.21,7.15,30.5,C,5,NTU,NA,Point of collection,7/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/aa75bf3decd246f8bdee8a8c414bee54
04/07/2019,Walosa Borehole,-15.63734922,35.52392084,https://api.mwater.co/v3/images/a6d25109c3ee4108a0152969a0c84f76; https://api.mwater.co/v3/images/0db37564b89f4374b4a4ce8a3efbe83d,Normal/satisfactory,61.762,1,Absent,2667,μS / cm,5,ppb,0,0.2,0.45,1.38,0,7.01,25.4,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/1dfbb8b775b8490c8587783f28559855
05/07/2019,Khokholiwa borehole 1,-15.6913165,35.4887764,https://api.mwater.co/v3/images/ccdad609afb64f12b810262d0a8186a0; https://api.mwater.co/v3/images/440c0aae260b49f6927d8bb55051df9f,Normal/satisfactory,48.63,1,Absent,1351,μS / cm,5,ppb,0,0.4,0.045,1.35,0,7.03,26.4,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/eeb138574baa48408bdad7d0a8014b4f
15/12/2019,Khokholiwa borehole 1,-15.6913165,35.4887764,https://api.mwater.co/v3/images/7214ec8bfd3e42f2b30a409ce6e94c59; https://api.mwater.co/v3/images/94135c0638c54e50b341af1e2b2993b3,Normal/satisfactory,72.121,3,Absent,988.5,μS / cm,0,ppb,0.12,0.3,0.67,0.4,0,7.3,28.6,C,5,NTU,NA,Point of collection,12/14/2019,0,2.87,safe,https://api.mwater.co/v3/images/9e44aa20f4744155b8ea5f4581cb5d1c
28/02/2020,Khokholiwa borehole 1,-15.6913165,35.4887764,https://api.mwater.co/v3/images/5b29df9aee934db4941527bb18f14aa2,Normal/satisfactory,61.666,1,Absent,909,μS / cm,0,ppb,2,0.2,1.5,0.43,0.53,7.1,30.3,C,5,NTU,NA,Point of collection,2/27/2020,0,2.87,safe,https://api.mwater.co/v3/images/d42d87efd99a456f8bab20162b62a61b
20/06/2019,Kamwendo borehole 4,-15.6666141,35.4735132,https://api.mwater.co/v3/images/81ed8b64a3a44e2c817a9fd4fb75f89f; https://api.mwater.co/v3/images/4c99d6fa8f0b493389f3d0aaa7d5ca2e; https://api.mwater.co/v3/images/4d198250ead9422ba3ceaddd8326f816,"Normal/satisfactory , Significant friction (very stiff) on down stroke",58.501,1,Present,6.15,mS / cm,0,ppb,0,1,0.4,3.31,0,7.24,26.1,C,5,NTU,"Need another head, water is very salty",Point of collection,6/17/2019,0,2.87,safe,https://api.mwater.co/v3/images/45d22e13fbe344c2bd7882306699a737
28/02/2020,Kamwendo borehole 4,-15.6666141,35.4735132,https://api.mwater.co/v3/images/ac48c18638e245cd8f5823c40bd9514c,Normal/satisfactory,68.13,2,Absent,627,μS / cm,0,ppb,0.15,0.7,0.3,1.43,0.49,7.2,30.1,C,5,NTU,NA,Point of collection,2/28/2020,0,2.87,safe,https://api.mwater.co/v3/images/3c30861617b44bffa6ddd0355b3302cb
02/07/2019,Sanjale school borehole,-15.79073,35.4875467,https://api.mwater.co/v3/images/d7172cac48c74ff395855b1d73728122; https://api.mwater.co/v3/images/73b12cd8648f40708fe781562c7a446f,Normal/satisfactory,42.5,2,Absent,2874,μS / cm,5,ppb,0.26,0.2,0.6,1.44,0,6.9,27,C,5,NTU,NA,Point of collection,7/2/2019,0,2.87,safe,https://api.mwater.co/v3/images/6373fd3258f24617a1c8d1d1255aef54
28/06/2019,Chanje borehole 2,-15.7635367,35.471785,https://api.mwater.co/v3/images/e42e08f5cd1c4f519f5c696d29d00df5; https://api.mwater.co/v3/images/cd80a74199a9403ab6e8c6112f32e7f3,Normal/satisfactory,42.551,1,Absent,1958,μS / cm,5,ppb,0.15,0.2,0.9,1.01,0,7.45,28.5,C,5,NTU,"The community has promised to clean the surrounding area of the borehole, rehabilitate the civil works,  and reconstitute the water point committee to ensure the borehole is managed sustainably.",Point of collection,6/28/2019,0,2.87,safe,https://api.mwater.co/v3/images/99be4d91e81d4e15b522069dad350725
27/06/2019,Chikonde primary school borehole,-15.8623783,35.4292117,https://api.mwater.co/v3/images/0bd3c8fe5c4946c49e85b0d68bbf8f0a,Normal/satisfactory,47.18,1,Present,4.68,μS / cm,0,ppb,0.45,0.6,0.7,2.55,0,7.02,23.9,C,5,NTU,The community is so thankful for the rehabilitation,Point of collection,6/25/2019,0,2.87,safe,https://api.mwater.co/v3/images/0b3e3969cd8648ac9de0cf8313fdeef8
28/02/2020,Chikonde primary school borehole,-15.8623783,35.4292117,https://api.mwater.co/v3/images/b7dba3e95cba42fb96aad221b0c6e4f6,Normal/satisfactory,48.261,2,Absent,3005,μS / cm,0,ppb,1,0.31,0.62,1.62,2.25,7.1,29.3,C,5,NTU,NA,Point of collection,2/26/2020,0,2.87,safe,https://api.mwater.co/v3/images/71f077d72a984c6c9bd252fcc6094477
19/06/2019,Chilanga borehole 2,-15.9280614,35.4830517,https://api.mwater.co/v3/images/9bcafe3c9c854a8486f34df92cb32500; https://api.mwater.co/v3/images/016d016db82740a0a4b74e96a9d8cca1,Normal/satisfactory,60.33,1,Present,220,μS / cm,5,ppb,0.15,0.1,0.5,0.1,0,7.04,23.1,C,15,NTU,The community is so thankful for rehabilitating the borehole since it has been not working for 5 years and was abandoned,Point of collection,6/18/2019,0,2.87,safe,https://api.mwater.co/v3/images/37dab04c46734b9f87e4cfa694ca94cd
05/12/2019,Chilanga borehole 2,-15.9280614,35.4830517,https://api.mwater.co/v3/images/9d430bf27649489d955601a39c5c9d59,Normal/satisfactory,63.731,4,Absent,195.2,μS / cm,0,ppb,0.32,0.21,0.4,0.9,0.35,0.68,28,C,5,NTU,NA,Point of collection,12/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/fd73d925799044ed8e8ba62630bfa65d
26/02/2020,Gelegele borehole,-15.9433083,35.4625483,https://api.mwater.co/v3/images/0cdb90865ef745fb84d62806ef698dba,Normal/satisfactory,54.609,1,Absent,461,μS / cm,0,ppb,0.41,0.25,0.72,0.26,0.7,7.1,30,C,5,NTU,NA,Point of collection,2/24/2020,0,2.87,safe,https://api.mwater.co/v3/images/0afe571da60b4dcdbf7ad05a3849fc04
04/07/2019,Mulomba primary School Borehole,-15.7587729,35.4788906,https://api.mwater.co/v3/images/f881ade5fd784f91b72ee60835b378c5; https://api.mwater.co/v3/images/c5de1d801dc147d49f0bbabcf79aeafa,Normal/satisfactory,43.62,1,Absent,475,μS / cm,5,ppb,0.5,0.2,0.8,0.7,0,6.9,25,C,5,NTU,NA,Point of collection,7/2/2019,0,2.87,safe,https://api.mwater.co/v3/images/4f5606c675d441278d34f974d543e5a6
07/03/2020,Mulomba primary School Borehole,-15.7587729,35.4788906,https://api.mwater.co/v3/images/df47df76fed8493f81b4053ebc03dda7,Normal/satisfactory,59.479,3,Absent,1283,μS / cm,0,ppb,0.08,0.61,0.06,0.65,0.65,7.31,31,C,5,NTU,NA,Point of collection,2/28/2020,0,2.87,safe,https://api.mwater.co/v3/images/0db1266bdb884c6c9f1ed98b74445b9c
07/07/2019,Luangwa Borehole 2,-15.8453067,35.39917,https://api.mwater.co/v3/images/1302a8e8864c4425bf43274f8dae053f; https://api.mwater.co/v3/images/ef4d3a98dea6473b9349d6359184ff82; https://api.mwater.co/v3/images/1e430bfa178b447d96a669cfee78b014,Normal/satisfactory,67.14,3,Absent,5.17,mS / cm,5,ppb,1,0.2,0.2,2.8,0.5,6.9,26.3,C,5,NTU,NA,Point of collection,6/14/2019,0,2.87,safe,https://api.mwater.co/v3/images/d09c0d64c811451b895d4151a0ad9425
07/07/2019,Maholo Borehole,-15.85395,35.3790617,https://api.mwater.co/v3/images/30933e45363943609a3a062223911d59,Normal/satisfactory,55.391,2,Absent,1451,μS / cm,5,ppb,0.6,0.1,0.1,0.75,0,7.1,27.1,C,5,NTU,NA,Point of collection,6/15/2019,0,2.87,safe,https://api.mwater.co/v3/images/8be5208f28d74337962b4d7a1b3c91d9
19/06/2019,Komwa village borehole,-15.9365137,35.3589496,https://api.mwater.co/v3/images/5671aa2ab8af4826a9d1fcdda979bd98,Normal/satisfactory,49.547,2,Absent,452,μS / cm,5,ppb,0.4,0.2,0.1,0.2,0,7.2,24.1,C,10,NTU,NA,Point of collection,6/19/2019,0,2.87,safe,https://api.mwater.co/v3/images/fcf8bc7ef2c94a90a93dc2f6341fa6af
09/03/2020,Komwa village borehole,-15.9365137,35.3589496,https://api.mwater.co/v3/images/02b56e2b71574df89b9df04fe0c9e2c8,Normal/satisfactory,43.54,2,Absent,485,μS / cm,0,ppb,1.8,0.74,0.72,0.24,0.9,7.2,29.4,C,5,NTU,NA,Point of collection,3/7/2020,0,2.87,safe,https://api.mwater.co/v3/images/8a66a9d117b54ec2aa70b39f9337b673
20/06/2019,Mbali village Protected dug well,-15.9386953,35.351075,https://api.mwater.co/v3/images/3c3826cc11ff45659703b44fee87f148,Normal/satisfactory,48.711,1,Absent,649,μS / cm,5,ppb,0.2,0.3,0.9,0.32,0.1,7.65,24.6,C,50,NTU,NA,Point of collection,6/20/2019,0,2.87,safe,https://api.mwater.co/v3/images/1fe6bfca35db4aa497caab31df16c94d
13/12/2019,Mbali village Protected dug well,-15.9386953,35.351075,https://api.mwater.co/v3/images/fb6b7269c6e7489d8acd527da54de50b; https://api.mwater.co/v3/images/13cd2df61ebd4e8ead9bc1719a4554fd,Normal/satisfactory,68.071,2,Absent,394,μS / cm,0,ppb,0.31,0.13,0.4,0.12,0.5,7.1,29.6,C,5,NTU,NA,Point of collection,12/12/2019,0,2.87,safe,https://api.mwater.co/v3/images/9aacadf764a94ded97669f4abed637a7
07/03/2020,Mbali village Protected dug well,-15.9386953,35.351075,https://api.mwater.co/v3/images/a84738bd178f4cd3ba696dc1d06977f2,Normal/satisfactory,40.731,2,Present,394,μS / cm,0,ppb,0.31,0.13,0.4,0.12,0.59,7.1,29.8,C,50,NTU,NA,Point of collection,3/6/2020,0,2.87,safe,https://api.mwater.co/v3/images/9b7ce7cb353f4808819e1076f0cdcbdc
13/12/2019,Nkumbila village borehole 2,-15.9457256,35.3526525,https://api.mwater.co/v3/images/d7df6bcd35014ebeb1c26ef0ffe59522,Normal/satisfactory,58.512,2,Absent,521,μS / cm,0,ppb,0.36,0.2,0.16,0.14,0.3,7.1,31.2,C,5,NTU,NA,Point of collection,12/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/254401c893474488991f3cb992f677e4
13/12/2019,Gumulira Borehole 1,-15.95895,35.3738483,https://api.mwater.co/v3/images/d271a662ade9416cbd6ff661b024de43,Normal/satisfactory,67.981,3,Present,327,μS / cm,0,ppb,0.27,0.11,0.16,0.21,1.6,7.2,27,C,10,NTU,Sediments appear during rainy season,Point of collection,12/11/2019,0,2.87,safe,https://api.mwater.co/v3/images/6ba8fb3cb6df4c07bfe817260161330f
04/07/2019,Gumulira Borehole 2,-15.9586147,35.3714783,https://api.mwater.co/v3/images/2bc544e7dbc8446ead9aa4435553c7c7; https://api.mwater.co/v3/images/48412e2605dc425f93504c16f00994aa; https://api.mwater.co/v3/images/799cfe788c7242828e684e4d14c851fa; https://api.mwater.co/v3/images/0c102b9a14ea4c508b41c449c656ed76; https://api.mwater.co/v3/images/04cc68e250374425b4ae5bc2e7119526,Normal/satisfactory,50.6,1,Absent,425,μS / cm,5,ppb,0.18,0.1,0.1,0.2,0,7,30,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/1034df93bbb8469da077665bb793c065
04/07/2019,Gumulira Borehole 3,-15.9599061,35.3672871,https://api.mwater.co/v3/images/58ee5b0556f14790a3ea2667895f5e80; https://api.mwater.co/v3/images/fc2e44db1afd450cb7c78cd07ffa14c5,Normal/satisfactory,54.51,1,Absent,240,μS / cm,5,ppb,0.2,0.1,0.1,0.12,0,6.98,28,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/1d0533d23f754696bcda2141afffcf24
13/12/2019,Gumulira Borehole 3,-15.9599061,35.3672871,https://api.mwater.co/v3/images/4c656fe387764276a6de95cfbdb61897,Normal/satisfactory,71.475,2,Absent,351,μS / cm,0,ppb,0.29,0.07,0.1,0.23,1.3,6.7,29.6,C,5,NTU,NA,Point of collection,12/11/2019,0,2.87,safe,https://api.mwater.co/v3/images/e562e08419d34ced943da6e5b29190a9
04/07/2019,Liveya Dugwell,-15.9669288,35.3677761,https://api.mwater.co/v3/images/af0243a4a04f4d36ac37a6858a6129f6; https://api.mwater.co/v3/images/282093aa175b409ea80e5bb298b35fc7,Normal/satisfactory,54.711,1,Absent,160,μS / cm,5,ppb,0.26,0.1,0.11,0.07,0,6.6,26,C,5,NTU,NA,Point of collection,7/4/2019,0,2.87,safe,https://api.mwater.co/v3/images/7b6cced7a1c947398c3f1b9f9d642f51
09/12/2019,Liveya Dugwell,-15.9669288,35.3677761,https://api.mwater.co/v3/images/123e4896ddec43e69d35dc391f15f40a,Normal/satisfactory,47.447,2,Absent,151.7,μS / cm,0,ppb,0.38,0.07,0.5,0.06,0,6.8,28.4,C,5,NTU,NA,Point of collection,12/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/1697c139f9b0459fbd89769833eaa375
